id,monster_name,description,element,growth_type,base_model_path,part_head,part_back,part_tail,palette_index,scale_x,scale_y,scale_z,base_max_hp,base_max_mp,base_attack,base_defense,base_magic,base_speed,hunger_rate,energy_rate,favorite_food,evolution_ids,evolution_level
482,タイダルドラコル,【第3形態】タイダルドラコル。古代より伝わるタイダルの力を宿すモンスター。,2,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,1,1.36,1.36,1.36,143,93,59,47,59,45,0.97,1.18,2,,0
483,ブルームホーンドン,【第3形態】ブルームホーンドン。古代より伝わるブルームの力を宿すモンスター。,3,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,10,1.4,1.4,1.4,167,78,58,52,56,39,0.9,1.11,3,,0
484,エレクトラモグゴン,【第3形態】エレクトラモグゴン。古代より伝わるエレクトラの力を宿すモンスター。,4,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,3,1.43,1.43,1.43,132,76,59,46,53,55,1.08,1.12,0,,0
485,グランバードザー,【第3形態】グランバードザー。古代より伝わるグランの力を宿すモンスター。,5,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,,4,1.41,1.41,1.41,132,80,53,66,53,42,0.96,0.84,1,,0
486,ゼファーグリフキッド,【第3形態】ゼファーグリフキッド。古代より伝わるゼファーの力を宿すモンスター。,6,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,13,1.39,1.39,1.39,140,76,63,48,55,53,1.2,0.96,2,,0
487,オーラタイガーロード,【第3形態】オーラタイガーロード。古代より伝わるオーラの力を宿すモンスター。,7,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,6,1.38,1.38,1.38,139,80,60,50,70,45,1.02,0.9,3,,0
488,ファントムガルキング,【第3形態】ファントムガルキング。古代より伝わるファントムの力を宿すモンスター。,8,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,7,1.38,1.38,1.38,136,78,67,43,65,44,1.11,1.18,0,,0
489,ヴォルカリッチエンペラー,【第3形態】ヴォルカリッチエンペラー。古代より伝わるヴォルカの力を宿すモンスター。,1,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,8,1.37,1.37,1.37,139,78,73,42,52,43,1.19,0.8,1,,0
490,オーシャンコブラオメガ,【第3形態】オーシャンコブラオメガ。古代より伝わるオーシャンの力を宿すモンスター。,2,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,1,1.37,1.37,1.37,133,94,59,43,60,41,0.89,0.83,2,,0
491,ドリアードコロプライム,【第3形態】ドリアードコロプライム。古代より伝わるドリアードの力を宿すモンスター。,3,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,2,1.36,1.36,1.36,161,78,57,51,52,44,0.98,0.88,3,,0
492,ライデンペガサスス,【第3形態】ライデンペガサスス。古代より伝わるライデンの力を宿すモンスター。,4,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,11,1.41,1.41,1.41,143,80,57,45,50,63,1.01,0.89,0,,0
493,ストーンビーストル,【第3形態】ストーンビーストル。古代より伝わるストーンの力を宿すモンスター。,5,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,4,1.37,1.37,1.37,131,77,56,60,52,38,1.2,1.11,1,,0
494,テンペストタートルドン,【第3形態】テンペストタートルドン。古代より伝わるテンペストの力を宿すモンスター。,6,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.39,1.39,1.39,137,78,62,42,51,50,1.02,1.09,2,,0
495,グローリーナイトゴン,【第3形態】グローリーナイトゴン。古代より伝わるグローリーの力を宿すモンスター。,7,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,14,1.4,1.4,1.4,140,77,58,52,68,40,0.98,0.96,3,,0
496,ノワールクロウザー,【第3形態】ノワールクロウザー。古代より伝わるノワールの力を宿すモンスター。,8,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,7,1.36,1.36,1.36,133,78,66,43,66,42,1.18,1.12,0,,0
497,ヒートノッコキッド,【第3形態】ヒートノッコキッド。古代より伝わるヒートの力を宿すモンスター。,1,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,0,1.44,1.44,1.44,139,81,72,49,56,44,1.11,1.1,1,,0
498,フロストフェアリーロード,【第3形態】フロストフェアリーロード。古代より伝わるフロストの力を宿すモンスター。,2,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,9,1.44,1.44,1.44,138,94,53,49,60,41,0.83,1.05,2,,0
499,モスパピーキング,【第3形態】モスパピーキング。古代より伝わるモスの力を宿すモンスター。,3,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,2,1.44,1.44,1.44,165,75,58,57,55,45,1.01,1.08,3,,0
500,プラズマケルベエンペラー,【第3形態】プラズマケルベエンペラー。古代より伝わるプラズマの力を宿すモンスター。,4,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,3,1.38,1.38,1.38,135,73,59,47,51,63,1.17,0.99,0,,0
